"날짜","종가","시가","고가","저가","거래량","변동 %"
"2016- 05- 25","25,900","25,660","25,960","25,480","11.85M","1.89%"
"2016- 05- 24","25,420","25,720","25,780","25,360","9.56M","-1.17%"
"2016- 05- 23","25,720","25,380","25,720","25,380","8.04M","-97.97%"
"2016- 05- 22","1,269,000","1,269,000","1,269,000","1,269,000","","4,900.00%"
"2016- 05- 20","25,380","25,400","25,600","25,380","7.96M","-0.08%"
"2016- 05- 19","25,400","25,360","25,540","25,320","9.21M","0.16%"
"2016- 05- 18","25,360","25,280","25,420","25,100","8.70M","0.32%"
"2016- 05- 17","25,280","24,980","25,300","24,980","9.09M","1.28%"
"2016- 05- 16","24,960","25,060","25,260","24,940","11.63M","-98.01%"
"2016- 05- 15","1,253,000","1,253,000","1,253,000","1,253,000","","4,900.00%"
"2016- 05- 13","25,060","25,620","25,620","25,020","12.26M","-2.19%"
"2016- 05- 12","25,620","25,840","25,840","25,500","7.58M","-0.85%"
"2016- 05- 11","25,840","25,920","25,980","25,740","8.70M","-0.31%"
"2016- 05- 10","25,920","25,980","26,000","25,760","8.35M","-0.23%"
"2016- 05- 09","25,980","25,800","26,000","25,700","13.66M","-97.99%"
"2016- 05- 08","1,290,000","1,290,000","1,290,000","1,290,000","","4,900.00%"
"2016- 05- 04","25,800","25,440","25,800","25,240","13.89M","2.30%"
"2016- 05- 03","25,220","25,340","25,400","25,120","7.89M","0.88%"
"2016- 05- 02","25,000","24,940","25,240","24,900","7.01M","-97.99%"
"2016- 05- 01","1,245,000","1,245,000","1,245,000","1,245,000","0.01K","4,900.00%"
"2016- 04- 29","24,900","25,200","25,340","24,840","14.63M","-1.58%"
"2016- 04- 28","25,300","26,000","26,000","25,220","13.94M","-2.69%"
"2016- 04- 27","26,000","25,880","26,000","25,720","8.24M","0.31%"
"2016- 04- 26","25,920","25,700","26,100","25,660","7.93M","1.17%"
"2016- 04- 25","25,620","25,700","25,700","25,420","4.59M","-98.00%"
"2016- 04- 24","1,280,000","1,280,000","1,280,000","1,280,000","0.04K","4,900.00%"
"2016- 04- 22","25,600","25,880","25,880","25,540","5.73M","-1.08%"
"2016- 04- 21","25,880","26,000","26,020","25,760","7.24M","-0.38%"
"2016- 04- 20","25,980","25,640","26,000","25,640","7.32M","0.85%"
"2016- 04- 19","25,760","25,880","25,920","25,660","7.21M","-0.85%"
"2016- 04- 18","25,980","25,900","26,100","25,840","6.42M","-98.00%"
"2016- 04- 17","1,300,000","1,300,000","1,300,000","1,300,000","0.08K","4,900.00%"
"2016- 04- 15","26,000","26,180","26,200","25,800","6.83M","0.00%"
"2016- 04- 14","26,000","26,000","26,040","25,780","16.63M","-97.96%"
"2016- 04- 13","1,275,000","1,275,000","1,275,000","1,275,000","","0.00%"
"2016- 04- 12","1,275,000","1,270,000","1,281,000","1,266,000","134.02K","0.71%"
"2016- 04- 11","1,266,000","1,246,000","1,271,000","1,246,000","119.80K","1.61%"
"2016- 04- 08","1,246,000","1,269,000","1,269,000","1,240,000","251.49K","-1.81%"
"2016- 04- 07","1,269,000","1,300,000","1,300,000","1,258,000","258.65K","-1.25%"
"2016- 04- 06","1,285,000","1,269,000","1,291,000","1,268,000","183.89K","1.98%"
"2016- 04- 05","1,260,000","1,299,000","1,299,000","1,260,000","236.00K","-3.45%"
"2016- 04- 04","1,305,000","1,279,000","1,305,000","1,279,000","181.84K","2.03%"
"2016- 04- 03","1,279,000","1,279,000","1,279,000","1,279,000","","0.00%"
"2016- 04- 01","1,279,000","1,299,000","1,309,000","1,271,000","263.61K","-2.52%"
"2016- 03- 31","1,312,000","1,306,000","1,314,000","1,298,000","298.91K","0.31%"
"2016- 03- 30","1,308,000","1,310,000","1,321,000","1,302,000","267.10K","1.40%"
"2016- 03- 29","1,290,000","1,294,000","1,300,000","1,285,000","172.35K","-0.31%"
"2016- 03- 28","1,294,000","1,288,000","1,300,000","1,288,000","120.63K","0.47%"
"2016- 03- 27","1,288,000","1,288,000","1,288,000","1,288,000","","0.00%"
"2016- 03- 25","1,288,000","1,283,000","1,290,000","1,278,000","143.43K","0.47%"
"2016- 03- 24","1,282,000","1,279,000","1,290,000","1,266,000","218.77K","0.23%"
"2016- 03- 23","1,279,000","1,269,000","1,279,000","1,262,000","173.91K","0.79%"
"2016- 03- 22","1,269,000","1,267,000","1,279,000","1,262,000","194.79K","0.16%"
"2016- 03- 21","1,267,000","1,274,000","1,279,000","1,258,000","181.12K","-0.47%"
"2016- 03- 20","1,273,000","1,273,000","1,273,000","1,273,000","","0.00%"
"2016- 03- 18","1,273,000","1,278,000","1,278,000","1,263,000","223.17K","0.79%"
"2016- 03- 17","1,263,000","1,265,000","1,296,000","1,257,000","246.72K","0.56%"
"2016- 03- 16","1,256,000","1,256,000","1,263,000","1,253,000","137.31K","0.24%"
"2016- 03- 15","1,253,000","1,255,000","1,264,000","1,246,000","167.69K","-0.16%"
"2016- 03- 14","1,255,000","1,267,000","1,273,000","1,249,000","217.13K","0.48%"
"2016- 03- 11","1,249,000","1,225,000","1,253,000","1,216,000","244.83K","1.96%"
"2016- 03- 10","1,225,000","1,208,000","1,236,000","1,201,000","282.75K","2.60%"
"2016- 03- 09","1,194,000","1,188,000","1,199,000","1,177,000","173.08K","0.17%"
"2016- 03- 08","1,192,000","1,223,000","1,224,000","1,186,000","215.56K","-2.53%"
"2016- 03- 07","1,223,000","1,220,000","1,231,000","1,215,000","129.64K","0.66%"
"2016- 03- 06","1,215,000","1,215,000","1,215,000","1,215,000","","0.00%"
"2016- 03- 04","1,215,000","1,220,000","1,228,000","1,202,000","197.05K","-0.41%"
"2016- 03- 03","1,220,000","1,213,000","1,220,000","1,202,000","214.52K","1.92%"
"2016- 03- 02","1,197,000","1,200,000","1,207,000","1,196,000","236.32K","1.61%"
"2016- 02- 29","1,178,000","1,179,000","1,194,000","1,176,000","274.72K","0.51%"
"2016- 02- 26","1,172,000","1,180,000","1,187,000","1,172,000","177.29K","-0.59%"
"2016- 02- 25","1,179,000","1,172,000","1,187,000","1,172,000","128.50K","0.60%"
"2016- 02- 24","1,172,000","1,178,000","1,179,000","1,161,000","140.42K","-0.76%"
"2016- 02- 23","1,181,000","1,179,000","1,189,000","1,173,000","147.65K","0.51%"
"2016- 02- 22","1,175,000","1,190,000","1,192,000","1,166,000","174.50K","-1.26%"
"2016- 02- 21","1,190,000","1,190,000","1,190,000","1,190,000","0.04K","0.00%"
"2016- 02- 19","1,190,000","1,187,000","1,195,000","1,174,000","176.00K","0.25%"
"2016- 02- 18","1,187,000","1,203,000","1,203,000","1,178,000","212.32K","0.17%"
"2016- 02- 17","1,185,000","1,179,000","1,201,000","1,169,000","246.02K","1.46%"
"2016- 02- 16","1,168,000","1,158,000","1,179,000","1,157,000","179.96K","1.21%"
"2016- 02- 15","1,154,000","1,154,000","1,160,000","1,144,000","182.64K","2.12%"
"2016- 02- 12","1,130,000","1,130,000","1,151,000","1,122,000","254.58K","0.00%"
"2016- 02- 11","1,130,000","1,118,000","1,137,000","1,118,000","305.00K","-2.92%"
"2016- 02- 10","1,164,000","1,164,000","1,164,000","1,164,000","","0.00%"
"2016- 02- 05","1,164,000","1,156,000","1,169,000","1,156,000","183.85K","0.69%"
"2016- 02- 04","1,156,000","1,150,000","1,161,000","1,148,000","236.55K","0.87%"
"2016- 02- 03","1,146,000","1,150,000","1,152,000","1,137,000","174.42K","-0.87%"
"2016- 02- 02","1,156,000","1,161,000","1,166,000","1,147,000","165.56K","-0.60%"
"2016- 02- 01","1,163,000","1,152,000","1,163,000","1,151,000","258.39K","1.13%"
"2016- 01- 31","1,150,000","1,150,000","1,150,000","1,150,000","0.02K","0.00%"
"2016- 01- 29","1,150,000","1,140,000","1,150,000","1,116,000","426.91K","0.44%"
"2016- 01- 28","1,145,000","1,164,000","1,168,000","1,139,000","315.23K","-2.55%"
"2016- 01- 27","1,175,000","1,126,000","1,175,000","1,126,000","273.98K","3.34%"
"2016- 01- 26","1,137,000","1,155,000","1,157,000","1,136,000","152.00K","-2.15%"
"2016- 01- 25","1,162,000","1,172,000","1,176,000","1,156,000","159.81K","-0.51%"
"2016- 01- 24","1,168,000","1,168,000","1,168,000","1,168,000","0.01K","0.00%"
"2016- 01- 22","1,168,000","1,145,000","1,168,000","1,145,000","147.35K","3.27%"
"2016- 01- 21","1,131,000","1,133,000","1,155,000","1,125,000","182.05K","-0.62%"
"2016- 01- 20","1,138,000","1,160,000","1,160,000","1,132,000","165.95K","-2.82%"
"2016- 01- 19","1,171,000","1,128,000","1,171,000","1,128,000","205.97K","4.00%"
"2016- 01- 18","1,126,000","1,088,000","1,133,000","1,088,000","320.16K","-0.53%"
"2016- 01- 17","1,132,000","1,132,000","1,132,000","1,132,000","0.00K","0.00%"
"2016- 01- 15","1,132,000","1,140,000","1,152,000","1,124,000","208.77K","-0.53%"
"2016- 01- 14","1,138,000","1,131,000","1,142,000","1,131,000","207.87K","-0.87%"
"2016- 01- 13","1,148,000","1,153,000","1,159,000","1,148,000","143.13K","0.17%"
"2016- 01- 12","1,146,000","1,148,000","1,166,000","1,144,000","185.02K","-0.52%"
"2016- 01- 11","1,152,000","1,156,000","1,166,000","1,146,000","240.13K","-1.62%"
"2016- 01- 10","1,171,000","1,171,000","1,171,000","1,171,000","","0.00%"
"2016- 01- 08","1,171,000","1,163,000","1,186,000","1,163,000","244.55K","0.69%"
"2016- 01- 07","1,163,000","1,166,000","1,183,000","1,151,000","268.93K","-1.02%"
"2016- 01- 06","1,175,000","1,208,000","1,208,000","1,168,000","360.33K","-2.73%"
"2016- 01- 05","1,208,000","1,202,000","1,218,000","1,186,000","208.45K","0.25%"
"2016- 01- 04","1,205,000","1,260,000","1,260,000","1,205,000","305.31K","-4.37%"
"2016- 01- 03","1,260,000","1,260,000","1,260,000","1,260,000","","0.00%"
"2015- 12- 30","1,260,000","1,260,000","1,272,000","1,254,000","203.76K","0.48%"
"2015- 12- 29","1,254,000","1,265,000","1,266,000","1,241,000","231.87K","-0.95%"
"2015- 12- 28","1,266,000","1,285,000","1,289,000","1,266,000","227.00K","-1.48%"
"2015- 12- 27","1,285,000","1,285,000","1,285,000","1,285,000","0.02K","0.00%"
"2015- 12- 24","1,285,000","1,295,000","1,300,000","1,285,000","151.44K","-0.77%"
"2015- 12- 23","1,295,000","1,292,000","1,299,000","1,282,000","162.26K","0.23%"
"2015- 12- 22","1,292,000","1,280,000","1,292,000","1,267,000","204.37K","0.94%"
"2015- 12- 21","1,280,000","1,278,000","1,285,000","1,261,000","158.06K","0.16%"
"2015- 12- 20","1,278,000","1,278,000","1,278,000","1,278,000","0.06K","0.00%"
"2015- 12- 18","1,278,000","1,265,000","1,288,000","1,264,000","168.29K","-0.93%"
"2015- 12- 17","1,290,000","1,301,000","1,308,000","1,275,000","167.42K","-0.69%"
"2015- 12- 16","1,299,000","1,278,000","1,310,000","1,278,000","207.76K","1.72%"
"2015- 12- 15","1,277,000","1,261,000","1,280,000","1,260,000","175.37K","1.27%"
"2015- 12- 14","1,261,000","1,273,000","1,273,000","1,255,000","222.71K","-1.79%"
"2015- 12- 13","1,284,000","1,284,000","1,284,000","1,284,000","","0.00%"
"2015- 12- 11","1,284,000","1,283,000","1,295,000","1,272,000","204.94K","0.08%"
"2015- 12- 10","1,283,000","1,263,000","1,293,000","1,263,000","303.46K","1.58%"
"2015- 12- 09","1,263,000","1,262,000","1,275,000","1,262,000","181.78K","0.08%"
"2015- 12- 08","1,262,000","1,262,000","1,272,000","1,262,000","133.52K","0.00%"
"2015- 12- 07","1,262,000","1,269,000","1,275,000","1,262,000","195.60K","-0.55%"
"2015- 12- 06","1,269,000","1,269,000","1,269,000","1,269,000","","0.00%"
"2015- 12- 04","1,269,000","1,275,000","1,280,000","1,267,000","189.85K","-1.63%"
"2015- 12- 03","1,290,000","1,295,000","1,297,000","1,286,000","166.59K","-0.77%"
"2015- 12- 02","1,300,000","1,321,000","1,322,000","1,294,000","226.94K","-1.59%"
"2015- 12- 01","1,321,000","1,294,000","1,322,000","1,288,000","234.22K","2.88%"
"2015- 11- 30","1,284,000","1,325,000","1,325,000","1,284,000","524.19K","-3.24%"
"2015- 11- 29","1,327,000","1,327,000","1,327,000","1,327,000","0.03K","0.00%"
"2015- 11- 27","1,327,000","1,345,000","1,349,000","1,327,000","169.77K","-0.60%"
"2015- 11- 26","1,335,000","1,299,000","1,340,000","1,299,000","181.70K","2.77%"
"2015- 11- 25","1,299,000","1,300,000","1,310,000","1,299,000","142.61K","0.00%"
"2015- 11- 24","1,299,000","1,282,000","1,305,000","1,282,000","153.09K","1.33%"
"2015- 11- 23","1,282,000","1,285,000","1,302,000","1,281,000","197.45K","-0.23%"
"2015- 11- 22","1,285,000","1,285,000","1,285,000","1,285,000","","0.00%"
"2015- 11- 20","1,285,000","1,289,000","1,296,000","1,278,000","168.72K","-0.31%"
"2015- 11- 19","1,289,000","1,290,000","1,290,000","1,271,000","189.96K","0.62%"
"2015- 11- 18","1,281,000","1,272,000","1,290,000","1,272,000","167.41K","0.87%"
"2015- 11- 17","1,270,000","1,275,000","1,290,000","1,270,000","185.65K","0.55%"
"2015- 11- 16","1,263,000","1,291,000","1,291,000","1,263,000","183.50K","-2.85%"
"2015- 11- 15","1,300,000","1,300,000","1,300,000","1,300,000","0.00K","0.00%"
"2015- 11- 13","1,300,000","1,317,000","1,317,000","1,300,000","177.62K","-1.29%"
"2015- 11- 12","1,317,000","1,333,000","1,334,000","1,317,000","156.16K","-1.20%"
"2015- 11- 11","1,333,000","1,321,000","1,345,000","1,321,000","140.44K","0.91%"
"2015- 11- 10","1,321,000","1,336,000","1,341,000","1,314,000","197.47K","-1.71%"
"2015- 11- 09","1,344,000","1,338,000","1,344,000","1,321,000","185.42K","0.45%"
"2015- 11- 08","1,338,000","1,338,000","1,338,000","1,338,000","0.07K","0.00%"
"2015- 11- 06","1,338,000","1,343,000","1,348,000","1,330,000","157.73K","-0.30%"
"2015- 11- 05","1,342,000","1,330,000","1,354,000","1,330,000","172.84K","0.90%"
"2015- 11- 04","1,330,000","1,352,000","1,361,000","1,326,000","277.60K","-1.63%"
"2015- 11- 03","1,352,000","1,381,000","1,381,000","1,350,000","297.60K","-2.24%"
"2015- 11- 02","1,383,000","1,385,000","1,393,000","1,374,000","365.16K","0.80%"
"2015- 11- 01","1,372,000","1,372,000","1,372,000","1,372,000","","0.00%"
"2015- 10- 30","1,372,000","1,345,000","1,390,000","1,341,000","499.22K","3.55%"
"2015- 10- 29","1,325,000","1,330,000","1,392,000","1,324,000","622.86K","1.30%"
"2015- 10- 28","1,308,000","1,294,000","1,308,000","1,291,000","257.99K","0.77%"
"2015- 10- 27","1,298,000","1,282,000","1,299,000","1,281,000","131.35K","0.46%"
"2015- 10- 26","1,292,000","1,298,000","1,298,000","1,272,000","152.07K","0.23%"
"2015- 10- 23","1,289,000","1,300,000","1,300,000","1,278,000","252.62K","0.70%"
"2015- 10- 22","1,280,000","1,280,000","1,295,000","1,269,000","229.66K","0.79%"
"2015- 10- 21","1,270,000","1,265,000","1,282,000","1,259,000","139.50K","0.32%"
"2015- 10- 20","1,266,000","1,260,000","1,273,000","1,256,000","137.87K","0.80%"
"2015- 10- 19","1,256,000","1,257,000","1,265,000","1,249,000","116.84K","-0.71%"
"2015- 10- 18","1,265,000","1,265,000","1,265,000","1,265,000","0.02K","0.00%"
"2015- 10- 16","1,265,000","1,265,000","1,269,000","1,259,000","142.12K","-0.32%"
"2015- 10- 15","1,269,000","1,244,000","1,282,000","1,243,000","243.66K","1.20%"
"2015- 10- 14","1,254,000","1,248,000","1,260,000","1,237,000","174.92K","0.16%"
"2015- 10- 13","1,252,000","1,260,000","1,272,000","1,248,000","195.35K","-0.63%"
"2015- 10- 12","1,260,000","1,260,000","1,263,000","1,247,000","302.19K","-0.79%"
"2015- 10- 11","1,270,000","1,270,000","1,270,000","1,270,000","0.19K","0.00%"
"2015- 10- 08","1,270,000","1,250,000","1,279,000","1,250,000","501.08K","1.52%"
"2015- 10- 07","1,251,000","1,198,000","1,252,000","1,186,000","796.77K","8.69%"
"2015- 10- 06","1,151,000","1,130,000","1,155,000","1,127,000","372.40K","3.23%"
"2015- 10- 05","1,115,000","1,119,000","1,131,000","1,115,000","211.52K","-0.36%"
"2015- 10- 02","1,119,000","1,112,000","1,133,000","1,112,000","249.06K","-1.32%"
"2015- 10- 01","1,134,000","1,140,000","1,145,000","1,121,000","229.67K","0.00%"
"2015- 09- 30","1,134,000","1,100,000","1,134,000","1,090,000","354.24K","1.98%"
"2015- 09- 29","1,112,000","1,112,000","1,112,000","1,112,000","0.06K","0.00%"
"2015- 09- 25","1,112,000","1,120,000","1,125,000","1,109,000","187.68K","-1.24%"
"2015- 09- 24","1,126,000","1,126,000","1,135,000","1,125,000","132.28K","-0.44%"
"2015- 09- 23","1,131,000","1,144,000","1,144,000","1,125,000","195.67K","-1.22%"
"2015- 09- 22","1,145,000","1,143,000","1,150,000","1,130,000","246.92K","-0.43%"
"2015- 09- 21","1,150,000","1,163,000","1,173,000","1,150,000","197.29K","-3.36%"
"2015- 09- 20","1,190,000","1,190,000","1,190,000","1,190,000","0.02K","0.00%"
"2015- 09- 18","1,190,000","1,145,000","1,192,000","1,135,000","421.31K","2.85%"
"2015- 09- 17","1,157,000","1,153,000","1,157,000","1,144,000","253.47K","0.43%"
"2015- 09- 16","1,152,000","1,121,000","1,157,000","1,121,000","338.87K","2.58%"
"2015- 09- 15","1,123,000","1,114,000","1,128,000","1,113,000","212.95K","-0.09%"
"2015- 09- 14","1,124,000","1,120,000","1,124,000","1,110,000","164.20K","0.81%"
"2015- 09- 13","1,115,000","1,115,000","1,115,000","1,115,000","","0.00%"
"2015- 09- 11","1,115,000","1,126,000","1,133,000","1,115,000","202.74K","-1.68%"
"2015- 09- 10","1,134,000","1,130,000","1,139,000","1,118,000","357.11K","-1.13%"
"2015- 09- 09","1,147,000","1,146,000","1,147,000","1,136,000","235.76K","1.41%"
"2015- 09- 08","1,131,000","1,113,000","1,136,000","1,106,000","181.63K","1.71%"
"2015- 09- 07","1,112,000","1,129,000","1,129,000","1,105,000","191.48K","-1.51%"
"2015- 09- 06","1,129,000","1,129,000","1,129,000","1,129,000","0.08K","0.00%"
"2015- 09- 04","1,129,000","1,144,000","1,144,000","1,118,000","249.85K","0.62%"
"2015- 09- 03","1,122,000","1,102,000","1,123,000","1,093,000","303.77K","2.94%"
"2015- 09- 02","1,090,000","1,069,000","1,095,000","1,065,000","312.35K","0.46%"
"2015- 09- 01","1,085,000","1,089,000","1,098,000","1,081,000","237.36K","-0.37%"
"2015- 08- 31","1,089,000","1,071,000","1,089,000","1,052,000","407.36K","0.74%"
"2015- 08- 30","1,081,000","1,081,000","1,081,000","1,081,000","0.12K","0.00%"
"2015- 08- 28","1,081,000","1,086,000","1,086,000","1,073,000","460.24K","1.31%"
"2015- 08- 27","1,067,000","1,082,000","1,086,000","1,063,000","493.11K","0.00%"
"2015- 08- 26","1,067,000","1,068,000","1,074,000","1,050,000","553.23K","-1.11%"
"2015- 08- 25","1,079,000","1,079,000","1,107,000","1,067,000","390.91K","0.00%"
"2015- 08- 24","1,079,000","1,088,000","1,115,000","1,033,000","447.19K","-2.00%"
"2015- 08- 23","1,101,000","1,101,000","1,101,000","1,101,000","0.08K","0.00%"
"2015- 08- 21","1,101,000","1,099,000","1,128,000","1,096,000","406.15K","-3.34%"
"2015- 08- 20","1,139,000","1,163,000","1,171,000","1,130,000","215.68K","-1.30%"
"2015- 08- 19","1,154,000","1,169,000","1,176,000","1,141,000","400.27K","2.03%"
"2015- 08- 18","1,131,000","1,118,000","1,141,000","1,117,000","223.67K","2.45%"
"2015- 08- 17","1,104,000","1,140,000","1,141,000","1,104,000","226.39K","-3.16%"
"2015- 08- 16","1,140,000","1,140,000","1,140,000","1,140,000","0.08K","0.00%"
"2015- 08- 13","1,140,000","1,153,000","1,153,000","1,138,000","149.62K","-1.21%"
"2015- 08- 12","1,154,000","1,150,000","1,164,000","1,140,000","222.94K","-0.26%"
"2015- 08- 11","1,157,000","1,151,000","1,179,000","1,148,000","229.25K","1.40%"
"2015- 08- 10","1,141,000","1,140,000","1,142,000","1,130,000","114.28K","0.44%"
"2015- 08- 09","1,136,000","1,136,000","1,136,000","1,136,000","0.03K","0.00%"
"2015- 08- 07","1,136,000","1,120,000","1,137,000","1,115,000","255.32K","1.88%"
"2015- 08- 06","1,115,000","1,155,000","1,156,000","1,115,000","400.77K","-3.80%"
"2015- 08- 05","1,159,000","1,182,000","1,182,000","1,158,000","249.72K","-1.95%"
"2015- 08- 04","1,182,000","1,175,000","1,187,000","1,170,000","188.61K","0.60%"
"2015- 08- 03","1,175,000","1,184,000","1,184,000","1,166,000","190.50K","-0.84%"
"2015- 08- 02","1,185,000","1,185,000","1,185,000","1,185,000","0.03K","0.00%"
"2015- 07- 31","1,185,000","1,220,000","1,222,000","1,175,000","371.18K","-2.47%"
"2015- 07- 30","1,215,000","1,258,000","1,260,000","1,215,000","307.77K","-3.80%"
"2015- 07- 29","1,263,000","1,250,000","1,275,000","1,231,000","272.37K","2.68%"
"2015- 07- 28","1,230,000","1,224,000","1,251,000","1,219,000","252.48K","0.00%"
"2015- 07- 27","1,230,000","1,229,000","1,247,000","1,228,000","198.66K","0.08%"
"2015- 07- 26","1,229,000","1,229,000","1,229,000","1,229,000","0.05K","0.00%"
"2015- 07- 24","1,229,000","1,227,000","1,238,000","1,224,000","195.74K","-0.41%"
"2015- 07- 23","1,234,000","1,244,000","1,253,000","1,234,000","198.79K","-1.52%"
"2015- 07- 22","1,253,000","1,244,000","1,260,000","1,235,000","266.78K","-0.79%"
"2015- 07- 21","1,263,000","1,275,000","1,277,000","1,247,000","193.61K","-0.94%"
"2015- 07- 20","1,275,000","1,291,000","1,304,000","1,273,000","128.25K","-2.30%"
